profession,career_field,position_level,education_level,location_type,age,years_experience,has_remote,is_career_change,is_training_career,in_training,industry_growth_rate,salary
cpa,finance,lead,bachelors,small_city,45,24.9,1,0,0,0,0.0529,273037.68
financial advisor,finance,lead,phd,suburb,46,19.9,1,0,0,0,0.0553,464665.74
social worker,service,entry,masters,major_city,25,2.5,0,0,0,0,0.0322,65867.14
principal,education,mid,masters,rural,29,6.8,0,0,0,0,0.0317,125518.5
photographer,creative,entry,masters,major_city,26,2.7,1,0,0,0,0.0175,57833.59
mobile developer,technology,entry,bachelors,suburb,24,2.2,1,1,0,0,0.0787,90103.04
hedge fund manager,finance,senior,bachelors,international,34,11.8,1,0,0,0,0.0442,687685.97
hvac technician,service,entry,self_taught,major_city,20,1.7,0,0,0,0,0.0363,52663.45
backend developer,technology,mid,masters,rural,30,6.7,1,0,0,0,0.0808,211858.18
investment banker,finance,senior,high_school,major_city,29,11.2,1,0,0,0,0.0297,480873.26
hedge fund manager,finance,mid,masters,suburb,30,6.9,0,0,0,0,0.0266,528390.59
pilot,service,entry,masters,international,25,1.4,0,0,0,0,0.0363,72830.08
civil engineer,engineering,entry,bachelors,rural,23,0.9,0,0,0,0,0.0529,43708.79
security analyst,technology,entry,bachelors,rural,24,2.2,1,0,0,0,0.0817,66594.72
social worker,service,mid,bootcamp,suburb,20,2.7,0,0,0,0,0.0303,53199.72
software engineer,technology,senior,high_school,small_city,30,12.1,1,1,0,0,0.0757,138813.74
data engineer,technology,senior,bachelors,small_city,28,6.5,0,0,0,0,0.0796,222917.24
art director,creative,mid,bootcamp,rural,22,3.8,0,0,0,0,0.0378,63528.63
surgeon,healthcare,entry,bachelors,major_city,22,0.0,0,1,1,1,0.0552,101105.24
actuary,finance,mid,masters,suburb,27,3.7,1,0,0,0,0.0321,206117.21
aerospace engineer,engineering,entry,bachelors,suburb,25,2.8,0,0,0,0,0.0493,79931.12
hvac technician,service,entry,bachelors,major_city,24,2.7,0,0,0,0,0.0498,51251.87
ux designer,creative,entry,phd,international,29,1.6,0,0,0,0,0.0348,85222.61
electrician,service,mid,bachelors,international,24,2.2,0,0,0,0,0.0223,55472.51
marketing manager,business,executive,associates,rural,47,27.8,0,0,0,0,0.0346,234386.51
petroleum engineer,engineering,mid,bachelors,rural,26,3.8,0,0,0,0,0.0561,89671.84
hedge fund manager,finance,mid,masters,major_city,26,2.2,1,0,0,0,0.043,717560.79
hotel manager,service,senior,phd,small_city,41,14.9,0,0,0,0,0.0247,172207.93
backend developer,technology,mid,masters,major_city,27,3.3,0,0,0,0,0.0799,194557.05
accountant,finance,mid,phd,suburb,31,4.7,0,0,0,0,0.0439,101545.38
recruiter,business,senior,masters,small_city,37,13.4,0,0,0,0,0.032,147633.85
full stack developer,technology,entry,phd,rural,28,1.8,1,0,0,0,0.0874,113677.45
physician,healthcare,entry,bachelors,suburb,23,1.9,0,0,1,1,0.049,54692.02
machine learning engineer,technology,entry,bachelors,rural,23,0.9,1,1,0,0,0.0685,84880.45
journalist,creative,entry,self_taught,major_city,19,2.7,0,0,0,0,0.0279,46475.02
actuary,finance,mid,bachelors,small_city,25,3.8,1,0,0,0,0.0267,151898.77
executive chef,service,mid,bachelors,major_city,25,3.1,0,0,0,0,0.0333,133060.84
physical therapist,healthcare,mid,masters,rural,29,4.9,0,1,0,0,0.0698,82689.77
ux designer,creative,entry,masters,major_city,25,2.2,1,0,0,0,0.0526,172086.67
backend developer,technology,mid,associates,suburb,23,3.0,1,0,0,0,0.0962,106291.02
hotel manager,service,senior,bachelors,international,33,10.7,0,0,0,0,0.0391,97387.39
recruiter,business,entry,masters,rural,23,0.3,0,0,0,0,0.0391,44052.08
professor,education,senior,bachelors,major_city,37,14.6,0,1,0,0,0.017,189013.57
physical therapist,healthcare,entry,phd,rural,29,1.9,0,0,0,0,0.0688,66407.94
mobile developer,technology,senior,bachelors,rural,27,5.2,1,0,0,0,0.0846,165767.31
backend developer,technology,entry,masters,small_city,25,0.9,1,1,0,0,0.0822,101305.98
professor,education,executive,bachelors,small_city,37,15.6,0,0,0,0,0.0028,359817.69
chemist,other,senior,bachelors,international,28,6.1,0,0,0,0,0.0189,87643.52
attorney,business,senior,bachelors,suburb,26,5.6,1,0,0,0,0.0283,279958.68
cybersecurity engineer,technology,lead,phd,international,44,17.6,1,0,0,0,0.0833,326912.54
ui designer,creative,entry,bachelors,small_city,23,1.9,1,0,0,0,0.0333,81172.62
ux designer,creative,entry,masters,major_city,25,1.7,0,0,0,0,0.0272,152112.12
software engineer,technology,senior,self_taught,rural,28,10.4,1,0,0,0,0.0818,162181.72
attorney,business,mid,bootcamp,international,21,2.5,1,0,0,0,0.0329,130095.62
financial analyst,finance,mid,masters,rural,27,3.0,1,0,0,0,0.0335,106726.98
dermatologist,healthcare,senior,masters,suburb,34,10.9,0,0,1,0,0.0665,665397.12
copywriter,creative,entry,bachelors,small_city,23,1.8,1,0,0,0,0.0488,69257.57
biologist,other,entry,bachelors,small_city,23,2.0,0,0,0,0,0.0261,52117.17
cpa,finance,senior,masters,small_city,35,11.8,1,0,0,0,0.0372,194677.57
restaurant manager,service,mid,masters,suburb,26,2.0,0,0,0,0,0.0209,78590.19
principal,education,mid,bachelors,suburb,28,5.8,0,1,0,0,0.0066,113129.69
devops engineer,technology,entry,bachelors,rural,24,2.2,0,0,0,0,0.0825,84109.25
cto,technology,entry,masters,small_city,26,2.3,1,0,0,0,0.076,266195.29
radiologist,healthcare,entry,bootcamp,small_city,21,3.0,0,0,1,1,0.0779,79910.27
research scientist,other,entry,bootcamp,major_city,21,2.0,0,1,0,0,0.0311,58329.51
biologist,other,senior,bachelors,major_city,32,10.5,1,1,0,0,0.0202,101787.65
video editor,creative,senior,associates,international,29,9.9,1,0,0,0,0.0406,75175.6
principal,education,senior,associates,small_city,24,5.8,0,0,0,0,0.0259,111354.05
photographer,creative,entry,associates,rural,23,2.2,0,0,0,0,0.0403,26144.01
hr manager,business,executive,bachelors,small_city,47,24.7,1,1,0,0,0.0295,288083.04
graphic designer,creative,senior,masters,suburb,29,6.1,0,0,0,0,0.0279,100785.32
executive chef,service,entry,associates,small_city,21,1.6,0,0,0,0,0.0352,60890.46
hr manager,business,lead,bachelors,rural,36,14.3,0,0,0,0,0.0469,136214.47
veterinarian,healthcare,entry,masters,major_city,25,1.8,0,0,0,0,0.0598,164268.59
mechanical engineer,engineering,senior,bootcamp,small_city,26,8.1,0,0,0,0,0.0493,120921.93
executive chef,service,entry,high_school,international,18,0.2,0,0,0,0,0.0223,39417.5
firefighter,service,entry,bachelors,international,24,1.7,0,0,0,0,0.0287,41284.98
restaurant manager,service,lead,bootcamp,suburb,41,23.3,0,0,0,0,0.0405,126380.24
attorney,business,mid,masters,international,26,3.3,1,0,0,0,0.0534,217859.58
ux designer,creative,entry,bachelors,rural,24,2.3,0,0,0,0,0.0134,50427.48
pharmacist,healthcare,entry,masters,suburb,26,1.9,0,0,0,0,0.0546,135299.69
dentist,healthcare,lead,masters,major_city,35,10.7,0,0,0,0,0.0617,490920.0
pilot,service,mid,masters,rural,30,5.9,0,0,0,0,0.0451,165922.63
executive chef,service,lead,self_taught,rural,43,24.8,0,0,0,0,0.0376,154414.1
financial analyst,finance,entry,phd,international,28,1.5,0,0,0,0,0.0155,59745.01
devops engineer,technology,senior,high_school,rural,30,12.7,0,0,0,0,0.0837,150581.96
financial advisor,finance,entry,bachelors,suburb,23,0.2,0,0,0,0,0.0577,46165.65
petroleum engineer,engineering,senior,masters,international,38,14.1,0,0,0,0,0.0497,218851.12
pharmacist,healthcare,lead,masters,suburb,38,14.5,0,0,0,0,0.0605,277544.89
software engineer,technology,entry,bachelors,rural,24,2.8,1,1,0,0,0.0846,79605.52
software engineer,technology,entry,phd,major_city,30,2.6,0,0,0,0,0.0856,175405.29
doctor,healthcare,mid,associates,international,26,5.7,1,0,1,0,0.0382,220954.37
product designer,creative,entry,masters,major_city,26,2.6,1,0,0,0,0.0238,133819.67
copywriter,creative,entry,bachelors,international,22,0.9,0,0,0,0,0.0247,42466.21
chemist,other,mid,masters,suburb,31,6.9,0,0,0,0,0.0294,104766.46
nurse practitioner,healthcare,mid,self_taught,suburb,20,2.9,0,0,0,0,0.0695,97434.71
devops engineer,technology,mid,bachelors,rural,26,5.7,1,1,0,0,0.0764,114460.02
chemical engineer,engineering,senior,masters,major_city,32,9.1,0,0,0,0,0.0493,217947.84
real estate agent,business,senior,high_school,small_city,27,10.2,1,0,0,0,0.0377,124468.94
actuary,finance,mid,bachelors,rural,25,4.1,0,0,0,0,0.0271,100374.19
data scientist,technology,mid,masters,suburb,31,6.6,0,0,0,0,0.0789,193358.78
professor,education,mid,associates,suburb,25,5.3,0,0,0,0,0.0042,87648.54
venture capitalist,finance,mid,bachelors,small_city,26,4.3,1,0,0,0,0.0497,325361.38
professor,education,entry,bachelors,international,23,2.1,1,0,0,0,0.0294,57856.65
machine learning engineer,technology,senior,masters,suburb,35,11.7,0,0,0,0,0.0882,351727.99
pilot,service,senior,bachelors,small_city,33,11.1,0,0,0,0,0.039,257385.61
restaurant manager,service,mid,associates,international,22,2.2,0,0,0,0,0.0429,41605.55
engineering manager,technology,senior,masters,major_city,34,10.4,1,1,0,0,0.079,386050.5
surgeon,healthcare,senior,masters,small_city,31,7.8,0,0,1,0,0.0873,534577.11
surgeon,healthcare,mid,phd,rural,33,5.6,0,0,1,1,0.0716,67779.3
hedge fund manager,finance,lead,bachelors,suburb,43,21.7,1,0,0,0,0.0404,1990600.45
dentist,healthcare,entry,phd,rural,30,3.0,0,0,0,0,0.0671,148094.49
mobile developer,technology,lead,masters,major_city,41,17.1,1,0,0,0,0.097,502577.61
biomedical engineer,engineering,executive,bachelors,suburb,47,26.3,0,0,0,0,0.0505,310940.87
hedge fund manager,finance,mid,bachelors,small_city,26,4.4,1,0,0,0,0.0457,366591.7
software developer,technology,senior,bachelors,rural,34,13.3,0,0,0,0,0.0923,158930.2
orthopedic surgeon,healthcare,senior,bachelors,international,30,7.8,0,0,1,1,0.0496,96075.14
engineering manager,technology,senior,bachelors,major_city,32,11.0,0,0,0,0,0.0871,427947.45
physician assistant,healthcare,executive,bachelors,rural,38,16.8,0,0,0,0,0.0555,190099.05
video editor,creative,mid,high_school,small_city,19,2.4,0,0,0,0,0.0186,47263.21
corporate lawyer,business,mid,masters,international,27,3.5,1,0,0,0,0.0507,276366.76
petroleum engineer,engineering,entry,masters,suburb,25,1.7,0,0,0,0,0.0581,126965.71
backend developer,technology,mid,masters,rural,28,3.9,1,0,0,0,0.0763,164932.42
biomedical engineer,engineering,entry,self_taught,small_city,20,1.5,0,0,0,0,0.0335,56418.1
teacher,education,entry,phd,international,28,1.5,0,0,0,0,0.0279,54107.73
patent attorney,business,entry,high_school,suburb,19,1.6,1,0,0,0,0.0492,90613.74
orthopedic surgeon,healthcare,entry,phd,international,29,1.8,0,0,1,1,0.0622,48365.93
photographer,creative,entry,bachelors,rural,22,0.2,1,0,0,0,0.0205,38541.35
patent attorney,business,lead,bachelors,small_city,45,24.7,1,1,0,0,0.0505,709995.92
dentist,healthcare,mid,phd,small_city,33,6.7,0,0,0,0,0.0672,255725.18
lawyer,business,lead,masters,rural,46,22.2,1,0,0,0,0.0438,577324.61
research scientist,other,senior,bachelors,suburb,36,14.7,0,0,0,0,0.0257,168491.42
venture capitalist,finance,mid,high_school,small_city,20,2.1,1,0,0,0,0.0589,219785.5
actuary,finance,senior,bachelors,rural,28,7.3,0,0,0,0,0.0443,188728.84
backend developer,technology,entry,bachelors,international,24,1.5,1,0,0,0,0.0822,83419.95
photographer,creative,mid,bootcamp,small_city,20,2.7,0,0,0,0,0.0296,52971.41
physician assistant,healthcare,executive,bachelors,suburb,42,19.2,0,0,0,0,0.0686,263636.56
principal,education,mid,masters,major_city,30,6.6,0,0,0,0,0.0186,218440.65
security analyst,technology,mid,bachelors,rural,27,6.6,1,0,0,0,0.0811,95075.95
pharmacist,healthcare,entry,phd,small_city,29,1.5,0,0,0,0,0.053,192557.1
product manager,technology,entry,masters,international,26,2.2,1,0,0,0,0.0861,126081.22
attorney,business,mid,high_school,rural,22,4.1,0,0,0,0,0.0467,132246.0
security analyst,technology,entry,masters,international,24,1.8,1,0,0,0,0.0791,103814.51
physician,healthcare,mid,phd,international,33,5.5,0,0,1,0,0.0759,304889.39
photographer,creative,mid,phd,small_city,30,2.6,1,0,0,0,0.0299,70306.9
recruiter,business,mid,high_school,rural,24,6.7,1,0,0,0,0.03,40926.04
backend developer,technology,entry,masters,international,25,1.1,1,0,0,0,0.0901,100538.78
cloud engineer,technology,senior,phd,small_city,37,10.0,1,0,0,0,0.0842,291603.15
petroleum engineer,engineering,mid,masters,suburb,26,2.9,0,1,0,0,0.0506,172807.72
anesthesiologist,healthcare,mid,phd,international,31,3.2,0,0,1,1,0.0468,62209.65
social worker,service,entry,masters,suburb,25,1.2,0,0,0,0,0.0331,57172.73
real estate agent,business,mid,high_school,suburb,24,6.2,1,0,0,0,0.0411,68187.03
investment banker,finance,senior,bachelors,small_city,34,13.7,1,0,0,0,0.0563,545352.57
lawyer,business,mid,self_taught,major_city,23,5.8,1,0,0,0,0.0338,278148.12
chemist,other,mid,bachelors,suburb,24,3.5,0,0,0,0,0.0331,60498.61
lawyer,business,lead,bachelors,suburb,38,15.9,0,0,0,0,0.0322,503162.45
backend developer,technology,entry,bachelors,major_city,24,2.8,0,1,0,0,0.0668,109330.51
investment banker,finance,entry,phd,rural,28,1.9,0,0,0,0,0.0463,125840.12
engineering manager,technology,mid,phd,major_city,30,3.1,1,0,0,0,0.0752,384281.01
devops engineer,technology,mid,bachelors,suburb,27,6.2,1,1,0,0,0.0848,131510.35
civil engineer,engineering,senior,associates,small_city,29,9.6,1,1,0,0,0.0393,122034.77
research scientist,other,senior,bachelors,small_city,36,13.4,0,0,0,0,0.0295,178011.31
hr manager,business,mid,associates,major_city,25,5.3,0,0,0,0,0.0211,96863.44
mechanical engineer,engineering,executive,bachelors,international,46,23.8,0,0,0,0,0.035,226718.27
real estate agent,business,entry,high_school,major_city,18,0.6,1,0,0,0,0.0504,42138.28
actuary,finance,lead,masters,major_city,45,20.7,1,0,0,0,0.0252,582761.79
patent attorney,business,mid,phd,major_city,29,2.4,0,0,0,0,0.0328,415547.81
investment banker,finance,entry,masters,suburb,25,2.8,1,0,0,0,0.0398,193851.63
accountant,finance,senior,bachelors,rural,31,9.0,1,0,0,0,0.031,86174.04
security analyst,technology,senior,high_school,international,29,11.3,0,1,0,0,0.0765,95210.53
police officer,service,lead,bachelors,rural,38,17.1,0,0,0,0,0.0311,119914.72
restaurant manager,service,entry,bachelors,international,24,2.9,0,0,0,0,0.0311,39201.17
real estate agent,business,entry,masters,suburb,23,0.1,1,0,0,0,0.0392,55871.73
financial advisor,finance,mid,associates,rural,23,2.6,1,0,0,0,0.0429,74418.07
venture capitalist,finance,mid,phd,rural,31,4.7,1,0,0,0,0.0372,328308.51
biologist,other,lead,bachelors,small_city,33,11.9,1,1,0,0,0.0295,149628.96
cpa,finance,senior,masters,major_city,29,5.5,0,0,0,0,0.0213,181787.66
biologist,other,entry,bachelors,small_city,21,0.2,1,0,0,0,0.0226,58422.35
cybersecurity engineer,technology,entry,masters,major_city,24,0.8,1,0,0,0,0.0797,169967.34
chef,service,lead,masters,major_city,36,13.5,0,0,0,0,0.045,187437.66
psychiatrist,healthcare,lead,bachelors,suburb,43,21.7,0,0,1,0,0.0446,721605.29
hedge fund manager,finance,senior,phd,suburb,38,11.1,0,0,0,0,0.0261,1255124.96
software engineer,technology,senior,self_taught,small_city,28,10.7,0,0,0,0,0.1015,187112.81
firefighter,service,mid,phd,major_city,34,7.0,1,1,0,0,0.0196,121905.78
software engineer,technology,entry,self_taught,international,20,2.4,0,0,0,0,0.0938,80633.88
orthopedic surgeon,healthcare,entry,masters,major_city,24,0.5,1,0,1,1,0.0653,95180.37
accountant,finance,mid,masters,international,30,6.3,1,0,0,0,0.0369,89659.31
backend developer,technology,senior,phd,rural,38,11.5,0,0,0,0,0.0884,265700.34
management consultant,business,mid,bachelors,international,28,6.5,0,0,0,0,0.0394,118066.15
mobile developer,technology,lead,bachelors,international,41,19.4,0,1,0,0,0.0821,184744.93
firefighter,service,mid,masters,international,29,5.8,0,0,0,0,0.027,91812.99
real estate broker,business,executive,self_taught,major_city,36,18.6,1,0,0,0,0.0469,814540.2
petroleum engineer,engineering,senior,masters,rural,33,8.7,0,0,0,0,0.0563,170927.9
restaurant manager,service,senior,associates,major_city,30,9.8,0,0,0,0,0.031,77897.52
data scientist,technology,lead,bachelors,major_city,43,20.5,0,0,0,0,0.0802,387122.55
video editor,creative,mid,bachelors,major_city,26,3.8,0,0,0,0,0.0175,56494.97
financial advisor,finance,senior,bachelors,international,27,5.7,0,0,0,0,0.0142,122666.64
research scientist,other,senior,bachelors,major_city,30,7.5,0,0,0,0,0.0375,168112.96
cardiologist,healthcare,senior,bachelors,international,36,14.4,0,0,1,0,0.0477,692426.96
dentist,healthcare,mid,bachelors,suburb,24,2.4,0,0,0,0,0.0695,181442.28
ui designer,creative,lead,bootcamp,rural,36,17.4,0,0,0,0,0.0169,164969.2
video editor,creative,mid,bachelors,major_city,28,5.4,1,0,0,0,0.0115,86828.64
paralegal,business,lead,bootcamp,small_city,34,15.8,1,0,0,0,0.0451,102776.2
doctor,healthcare,senior,phd,international,37,10.6,0,1,1,0,0.0429,627503.62
ux designer,creative,entry,bachelors,major_city,22,0.7,1,0,0,0,0.0378,89365.73
attorney,business,entry,bachelors,small_city,23,1.5,0,0,0,0,0.039,128833.24
real estate broker,business,senior,bachelors,small_city,31,9.6,0,0,0,0,0.0572,229460.22
chemist,other,mid,self_taught,suburb,22,4.3,0,0,0,0,0.0284,60131.95
devops engineer,technology,entry,bachelors,international,25,2.6,1,0,0,0,0.0936,81934.98
cpa,finance,senior,bachelors,rural,28,7.0,0,1,0,0,0.0394,97211.44
petroleum engineer,engineering,mid,masters,major_city,27,3.5,0,0,0,0,0.0471,206196.2
recruiter,business,senior,phd,small_city,33,6.9,0,0,0,0,0.0429,141110.98
pilot,service,senior,bachelors,international,31,9.5,0,0,0,0,0.0351,180912.74
physician assistant,healthcare,executive,phd,rural,44,18.5,0,0,0,0,0.0889,265432.67
restaurant manager,service,senior,bootcamp,small_city,27,9.7,0,0,0,0,0.0491,94498.64
teacher,education,senior,associates,rural,30,10.0,0,1,0,0,0.0162,57545.66
biomedical engineer,engineering,lead,bachelors,suburb,38,15.8,0,0,0,0,0.048,173639.25
venture capitalist,finance,lead,bachelors,suburb,40,18.2,1,0,0,0,0.0383,1318245.19
physicist,other,senior,masters,rural,31,7.0,0,0,0,0,0.038,136154.37
cybersecurity engineer,technology,mid,bachelors,suburb,27,4.9,1,0,0,0,0.0996,137393.2
backend developer,technology,senior,masters,small_city,34,10.1,0,1,0,0,0.0805,249945.36
ui designer,creative,mid,associates,small_city,25,6.5,0,0,0,0,0.0201,105309.35
strategy consultant,business,senior,self_taught,major_city,30,13.4,1,0,0,0,0.0375,263988.29
architect,engineering,mid,bachelors,major_city,23,2.1,0,0,0,0,0.0302,99172.13
mobile developer,technology,entry,masters,rural,25,0.5,1,0,0,0,0.086,99086.68
veterinarian,healthcare,entry,masters,international,25,0.8,1,0,0,0,0.0652,94337.48
ux designer,creative,mid,bachelors,rural,28,5.5,0,1,0,0,0.0245,86072.1
accountant,finance,mid,bachelors,small_city,25,3.7,1,0,0,0,0.0398,95375.89
professor,education,entry,masters,rural,24,1.2,0,1,0,0,0.0207,78093.94
attorney,business,lead,self_taught,suburb,34,16.9,0,0,0,0,0.0266,498662.19
paralegal,business,senior,masters,international,32,8.3,1,0,0,0,0.0473,86168.38
welder,service,entry,bachelors,rural,23,2.2,0,0,0,0,0.0359,39398.71
chemical engineer,engineering,senior,bachelors,small_city,31,8.2,0,0,0,0,0.0546,155495.73
executive chef,service,lead,self_taught,rural,41,23.8,0,0,0,0,0.0337,147429.67
attorney,business,lead,masters,suburb,43,18.7,0,0,0,0,0.0313,634734.13
dentist,healthcare,mid,phd,suburb,32,6.3,0,0,0,0,0.0538,279119.45
recruiter,business,lead,masters,major_city,44,20.1,0,0,0,0,0.0303,184222.58
